Owner:;Invent.Nr.;Bezeichnung:;Kategorie:;Gebäude:;Raum:;Abteilung:;Serien-Nr.;Rechnungsdatum:;Wert:;Lieferant;Leistung;Fassung;Gewicht;Lampentyp;Apparate-Nr.
Bühnentechnik PZ;BTK23687;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;keine;01.02.96;50;Valenton;1000;GX 16 d;2.3;CP60 - CP62;568
Bühnentechnik PZ;BTK23688;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.02.96;50;Valenton;1000;GX 16 d;2.3;CP60 - CP62;569
Bühnentechnik PZ;BTK23689;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;keine;01.02.96;50;Valenton;1000;GX 16 d;2.3;CP60 - CP62;570
Bühnentechnik PZ;BTK23690;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.02.96;50;Valenton;1000;GX 16 d;2.3;CP60 - CP62;571
Bühnentechnik PZ;BTK23691;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;keine;09.06.97;80;Merlo;1000;GX 16 d;2.3;CP60 - CP62;572
Bühnentechnik PZ;BTK23692;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;09.06.97;80;Merlo;1000;GX 16 d;2.3;CP60 - CP62;573
Bühnentechnik PZ;BTK23693;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;keine;09.06.97;80;Merlo;1000;GX 16 d;2.3;CP60 - CP62;574
Bühnentechnik PZ;BTK23694;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;09.06.97;80;Merlo;1000;GX 16 d;2.3;CP60 - CP62;575
Bühnentechnik PZ;BTK23695;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;09.06.97;80;Merlo;1000;GX 16 d;2.3;CP60 - CP62;576
Bühnentechnik PZ;BTK23696;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;09.06.97;80;Merlo;1000;GX 16 d;2.3;CP60 - CP62;577
Bühnentechnik PZ;BTK23697;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;keine;09.06.97;80;Merlo;1000;GX 16 d;2.3;CP60 - CP62;578
Bühnentechnik PZ;BTK23698;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;09.06.97;80;Merlo;1000;GX 16 d;2.3;CP60 - CP62;579
Bühnentechnik PZ;BTK23699;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;09.06.97;80;Merlo;1000;GX 16 d;2.3;CP60 - CP62;580
Bühnentechnik PZ;BTK23700;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;09.06.97;80;Merlo;1000;GX 16 d;2.3;CP60 - CP62;581
Bühnentechnik PZ;BTK23701;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;18.01.01;40;Merlo;1000;GX 16 d;2.3;CP60 - CP62;582
Bühnentechnik PZ;BTK23702;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;keine;18.01.01;40;Merlo;1000;GX 16 d;2.3;CP60 - CP62;583
Bühnentechnik PZ;BTK23703;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;18.01.01;40;Merlo;1000;GX 16 d;2.3;CP60 - CP62;584
Bühnentechnik PZ;BTK23704;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;18.01.01;40;Merlo;1000;GX 16 d;2.3;CP60 - CP62;585
Bühnentechnik PZ;BTK23705;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;18.01.01;40;Merlo;1000;GX 16 d;2.3;CP60 - CP62;586
Bühnentechnik PZ;BTK23706;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;keine;18.01.01;40;Merlo;1000;GX 16 d;2.3;CP60 - CP62;587
Bühnentechnik PZ;BTK23707;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;18.01.01;40;Merlo;1000;GX 16 d;2.3;CP60 - CP62;588
Bühnentechnik PZ;BTK23708;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;18.01.01;40;Merlo;1000;GX 16 d;2.3;CP60 - CP62;589
Bühnentechnik PZ;BTK23709;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;18.01.01;40;Merlo;1000;GX 16 d;2.3;CP60 - CP62;590
Bühnentechnik PZ;BTK23710;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;18.01.01;40;Merlo;1000;GX 16 d;2.3;CP60 - CP62;591
Bühnentechnik PZ;BTK23711;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;18.01.01;40;Merlo;1000;GX 16 d;2.3;CP60 - CP62;592
Bühnentechnik PZ;BTK23712;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;18.01.01;40;Merlo;1000;GX 16 d;2.3;CP60 - CP62;593
Bühnentechnik PZ;BTK23713;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;keine;18.01.01;40;Merlo;1000;GX 16 d;2.3;CP60 - CP62;594
Bühnentechnik PZ;BTK23714;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;18.01.01;40;Merlo;1000;GX 16 d;2.3;CP60 - CP62;595
Bühnentechnik PZ;BTK23715;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;18.01.01;40;Merlo;1000;GX 16 d;2.3;CP60 - CP62;596
Bühnentechnik PZ;BTK23716;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;18.01.01;40;Merlo;1000;GX 16 d;2.3;CP60 - CP62;597
Bühnentechnik PZ;BTK23717;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.08.07;40;unbekannt;1000;GX 16 d;2.3;CP60 - CP62;598
Bühnentechnik PZ;BTK23718;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;01.08.07;40;unbekannt;1000;GX 16 d;2.3;CP60 - CP62;599
Bühnentechnik PZ;BTK23719;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;keine;01.08.07;80;unbekannt;1000;GX 16 d;2.3;CP60 - CP62;1501
Bühnentechnik PZ;BTK23720;1kW Par 64;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;keine;01.08.07;80;unbekannt;1000;GX 16 d;2.3;CP60 - CP62;1502
Bühnentechnik PZ;BTK23721;1kW Par 64;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;keine;01.08.07;80;unbekannt;1000;GX 16 d;2.3;CP60 - CP62;1503
Bühnentechnik PZ;BTK23722;1kW Par 64;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;keine;01.08.07;80;unbekannt;1000;GX 16 d;2.3;CP60 - CP62;1504
Bühnentechnik PZ;BTK23723;1kW Par 64;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;keine;01.08.07;80;unbekannt;1000;GX 16 d;2.3;CP60 - CP62;1505
Bühnentechnik PZ;BTK23724;1kW Par 64 IP66 DTS Waterlight;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;keine;20.08.07;240;IQ Unlimited;1000;GX 16 d;7.5;CP60 - CP62;1541
Bühnentechnik PZ;BTK23725;1kW Par 64 IP66 DTS Waterlight;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;keine;20.08.07;240;IQ Unlimited;1000;GX 16 d;7.5;CP60 - CP62;1542
Bühnentechnik PZ;BTK23726;1kW Par 64 IP66 DTS Waterlight;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;keine;20.08.07;240;IQ Unlimited;1000;GX 16 d;7.5;CP60 - CP62;1543
Bühnentechnik PZ;BTK23727;1kW Par 64 IP66 DTS Waterlight;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;keine;20.08.07;240;IQ Unlimited;1000;GX 16 d;7.5;CP60 - CP62;1544
Bühnentechnik PZ;BTK23728;1kW Par 64 IP66 DTS Waterlight;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;keine;20.08.07;240;IQ Unlimited;1000;GX 16 d;7.5;CP60 - CP62;1545
Bühnentechnik PZ;BTK23729;1kW Par 64 IP66 DTS Waterlight;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;keine;20.08.07;240;IQ Unlimited;1000;GX 16 d;7.5;CP60 - CP62;1546
Bühnentechnik PZ;BTK23730;1kW Par 64;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;keine;01.08.07;40;unbekannt;1000;GX 16 d;2.3;CP60 - CP62;600
Bühnentechnik PZ;BTK23731;1KW PC Italo;Licht/Scheinwerfer;Ge09;Probebühne ext.;Bühnentechnik PZ;keine;01.11.08;0;Toni;;;;;268
Bühnentechnik PZ;BTK23732;1KW PC Italo;Licht/Scheinwerfer;Ge09;Probebühne ext.;Bühnentechnik PZ;keine;01.11.08;0;Toni;;;;;269
Bühnentechnik PZ;BTK23733;1KW PC Italo;Licht/Scheinwerfer;Ge09;Probebühne ext.;Bühnentechnik PZ;keine;01.11.08;0;Toni;;;;;270
Bühnentechnik PZ;BTK23734;1KW PC Italo;Licht/Scheinwerfer;Ge09;Probebühne ext.;Bühnentechnik PZ;keine;01.11.08;0;Toni;;;;;271
Bühnentechnik PZ;BTK23735;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;109
Bühnentechnik PZ;BTK23736;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;119
Bühnentechnik PZ;BTK23737;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;120
Bühnentechnik PZ;BTK23738;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;121
Bühnentechnik PZ;BTK23739;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 62 802;01.01.90;490;EBZ;1200;GX 9.5;7.2;CP 90;122
Bühnentechnik PZ;BTK23740;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;123
Bühnentechnik PZ;BTK23741;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;124
Bühnentechnik PZ;BTK23742;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;125
Bühnentechnik PZ;BTK23743;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;126
Bühnentechnik PZ;BTK23744;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;127
Bühnentechnik PZ;BTK23745;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;128
Bühnentechnik PZ;BTK23746;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;129
Bühnentechnik PZ;BTK23747;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;22 62 802;01.01.90;490;EBZ;1200;GX 9.5;7.2;CP 90;130
Bühnentechnik PZ;BTK23748;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;131
Bühnentechnik PZ;BTK23749;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 62 802;01.01.90;490;EBZ;1200;GX 9.5;7.2;CP 90;132
Bühnentechnik PZ;BTK23750;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 62 802;01.01.90;490;EBZ;1200;GX 9.5;7.2;CP 90;133
Bühnentechnik PZ;BTK23751;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;22 62 802;01.01.90;490;EBZ;1200;GX 9.5;7.2;CP 90;134
Bühnentechnik PZ;BTK23752;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 62 802;01.01.90;490;EBZ;1200;GX 9.5;7.2;CP 90;135
Bühnentechnik PZ;BTK23753;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;136
Bühnentechnik PZ;BTK23754;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;137
Bühnentechnik PZ;BTK23755;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 62 802;01.01.90;490;EBZ;1200;GX 9.5;7.2;CP 90;138
Bühnentechnik PZ;BTK23756;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 62 802;01.01.90;490;EBZ;1200;GX 9.5;7.2;CP 90;139
Bühnentechnik PZ;BTK23757;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;140
Bühnentechnik PZ;BTK23758;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 62 802;01.01.90;490;EBZ;1200;GX 9.5;7.2;CP 90;141
Bühnentechnik PZ;BTK23759;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;142
Bühnentechnik PZ;BTK23760;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 62 802;01.01.90;490;EBZ;1200;GX 9.5;7.2;CP 90;143
Bühnentechnik PZ;BTK23761;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;22 62 802;01.01.90;490;EBZ;1200;GX 9.5;7.2;CP 90;144
Bühnentechnik PZ;BTK23762;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;152
Bühnentechnik PZ;BTK23763;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;22 62 802;01.01.90;490;EBZ;1200;GX 9.5;7.2;CP 90;153
Bühnentechnik PZ;BTK23764;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 62 802;01.01.90;490;EBZ;1200;GX 9.5;7.2;CP 90;154
Bühnentechnik PZ;BTK23765;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;155
Bühnentechnik PZ;BTK23766;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 62 802;01.01.94;560;EBZ;1200;GX 9.5;7.2;CP 90;156
Bühnentechnik PZ;BTK23767;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 62 802;01.01.94;560;EBZ;1200;GX 9.5;7.2;CP 90;157
Bühnentechnik PZ;BTK23768;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 62 802;01.01.94;560;EBZ;1200;GX 9.5;7.2;CP 90;158
Bühnentechnik PZ;BTK23769;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;159
Bühnentechnik PZ;BTK23770;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;160
Bühnentechnik PZ;BTK23771;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;161
Bühnentechnik PZ;BTK23772;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;162
Bühnentechnik PZ;BTK23773;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;22 62 802;01.01.94;560;EBZ;1200;GX 9.5;7.2;CP 90;163
Bühnentechnik PZ;BTK23774;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 62 802;01.01.94;560;EBZ;1200;GX 9.5;7.2;CP 90;164
Bühnentechnik PZ;BTK23775;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;165
Bühnentechnik PZ;BTK23776;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 62 802;01.01.94;560;EBZ;1200;GX 9.5;7.2;CP 90;166
Bühnentechnik PZ;BTK23777;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;167
Bühnentechnik PZ;BTK23778;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 62 802;01.01.94;560;EBZ;1200;GX 9.5;7.2;CP 90;168
Bühnentechnik PZ;BTK23779;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;22 62 802;01.01.94;560;EBZ;1200;GX 9.5;7.2;CP 90;169
Bühnentechnik PZ;BTK23780;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;170
Bühnentechnik PZ;BTK23781;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;171
Bühnentechnik PZ;BTK23782;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;172
Bühnentechnik PZ;BTK23783;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 62 802;01.01.94;560;EBZ;1200;GX 9.5;7.2;CP 90;173
Bühnentechnik PZ;BTK23784;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;174
Bühnentechnik PZ;BTK23785;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;22 62 802;01.01.90;490;EBZ;1200;GX 9.5;7.2;CP 90;175
Bühnentechnik PZ;BTK23786;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;176
Bühnentechnik PZ;BTK23787;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;22 62 802;01.01.90;490;EBZ;1200;GX 9.5;7.2;CP 90;177
Bühnentechnik PZ;BTK23788;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 62 802;01.01.90;490;EBZ;1200;GX 9.5;7.2;CP 90;178
Bühnentechnik PZ;BTK23789;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;179
Bühnentechnik PZ;BTK23790;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;180
Bühnentechnik PZ;BTK23791;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 62 802;01.01.90;490;EBZ;1200;GX 9.5;7.2;CP 90;181
Bühnentechnik PZ;BTK23792;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;182
Bühnentechnik PZ;BTK23793;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;183
Bühnentechnik PZ;BTK23794;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;22 62 802;01.01.90;490;EBZ;1200;GX 9.5;7.2;CP 90;184
Bühnentechnik PZ;BTK23795;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;185
Bühnentechnik PZ;BTK23796;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;186
Bühnentechnik PZ;BTK23797;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;187
Bühnentechnik PZ;BTK23798;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;188
Bühnentechnik PZ;BTK23799;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;189
Bühnentechnik PZ;BTK23800;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;190
Bühnentechnik PZ;BTK23801;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;191
Bühnentechnik PZ;BTK23802;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;192
Bühnentechnik PZ;BTK23803;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;193
Bühnentechnik PZ;BTK23804;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;194
Bühnentechnik PZ;BTK23805;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;195
Bühnentechnik PZ;BTK23806;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;196
Bühnentechnik PZ;BTK23807;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;22 62 802;01.01.90;490;EBZ;1200;GX 9.5;7.2;CP 90;197
Bühnentechnik PZ;BTK23808;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;199
Bühnentechnik PZ;BTK23809;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;200
Bühnentechnik PZ;BTK23810;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 62 802;01.01.92;520;EBZ;1200;GX 9.5;7.2;CP 90;201
Bühnentechnik PZ;BTK23811;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;22 62 802;09.06.97;560;Merlo;1200;GX 9.5;7.2;CP 90;202
Bühnentechnik PZ;BTK23812;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 62 802;09.06.97;560;Merlo;1200;GX 9.5;7.2;CP 90;203
Bühnentechnik PZ;BTK23813;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 62 802;09.06.97;560;Merlo;1200;GX 9.5;7.2;CP 90;204
